Date_Scraped,Date_Param,Commodity_ID,Commodity_Name,Province_ID,Province_Name,Price,Price_Type
2026-02-12,2022-01-04,7,Cabai Merah,23,Kalimantan Timur,66900.0,1
2026-02-12,2022-01-04,7,Cabai Merah,24,Kalimantan Utara,68450.0,1
2026-02-12,2022-01-04,7,Cabai Merah,25,Gorontalo,55850.0,1
2026-02-12,2022-01-04,7,Cabai Merah,26,Sulawesi Selatan,34200.0,1
2026-02-12,2022-01-04,7,Cabai Merah,27,Sulawesi Tenggara,51900.0,1
2026-02-12,2022-01-04,7,Cabai Merah,28,Sulawesi Tengah,47250.0,1
2026-02-12,2022-01-04,7,Cabai Merah,29,Sulawesi Utara,40650.0,1
2026-02-12,2022-01-04,7,Cabai Merah,30,Sulawesi Barat,45600.0,1
2026-02-12,2022-01-04,7,Cabai Merah,31,Maluku,95650.0,1
2026-02-12,2022-01-04,7,Cabai Merah,32,Maluku Utara,70000.0,1
2026-02-12,2022-01-04,7,Cabai Merah,33,Papua,76550.0,1
2026-02-12,2022-01-04,7,Cabai Merah,34,Papua Barat,75000.0,1
2026-02-12,2022-01-05,7,Cabai Merah,1,Aceh,22350.0,1
2026-02-12,2022-01-05,7,Cabai Merah,2,Sumatera Utara,27500.0,1
2026-02-12,2022-01-05,7,Cabai Merah,3,Sumatera Barat,39150.0,1
2026-02-12,2022-01-05,7,Cabai Merah,4,Riau,35900.0,1
2026-02-12,2022-01-05,7,Cabai Merah,5,Kepulauan Riau,43700.0,1
2026-02-12,2022-01-05,7,Cabai Merah,6,Jambi,24150.0,1
2026-02-12,2022-01-05,7,Cabai Merah,7,Bengkulu,29950.0,1
2026-02-12,2022-01-05,7,Cabai Merah,8,Sumatera Selatan,37300.0,1
2026-02-12,2022-01-05,7,Cabai Merah,9,Kepulauan Bangka Belitung,57650.0,1
2026-02-12,2022-01-05,7,Cabai Merah,10,Lampung,32100.0,1
2026-02-12,2022-01-05,7,Cabai Merah,11,Banten,36900.0,1
2026-02-12,2022-01-05,7,Cabai Merah,12,Jawa Barat,36850.0,1
2026-02-12,2022-01-05,7,Cabai Merah,13,DKI Jakarta,46250.0,1
2026-02-12,2022-01-05,7,Cabai Merah,14,Jawa Tengah,28150.0,1
2026-02-12,2022-01-05,7,Cabai Merah,15,DI Yogyakarta,39750.0,1
2026-02-12,2022-01-05,7,Cabai Merah,16,Jawa Timur,25700.0,1
2026-02-12,2022-01-05,7,Cabai Merah,17,Bali,24700.0,1
2026-02-12,2022-01-05,7,Cabai Merah,18,Nusa Tenggara Barat,24200.0,1
2026-02-12,2022-01-05,7,Cabai Merah,19,Nusa Tenggara Timur,49150.0,1
2026-02-12,2022-01-05,7,Cabai Merah,20,Kalimantan Barat,57050.0,1
2026-02-12,2022-01-05,7,Cabai Merah,21,Kalimantan Selatan,60400.0,1
2026-02-12,2022-01-05,7,Cabai Merah,22,Kalimantan Tengah,83450.0,1
2026-02-12,2022-01-05,7,Cabai Merah,23,Kalimantan Timur,65500.0,1
2026-02-12,2022-01-05,7,Cabai Merah,24,Kalimantan Utara,68450.0,1
2026-02-12,2022-01-05,7,Cabai Merah,25,Gorontalo,50850.0,1
2026-02-12,2022-01-05,7,Cabai Merah,26,Sulawesi Selatan,33450.0,1
2026-02-12,2022-01-05,7,Cabai Merah,27,Sulawesi Tenggara,51600.0,1
2026-02-12,2022-01-05,7,Cabai Merah,28,Sulawesi Tengah,46650.0,1
2026-02-12,2022-01-05,7,Cabai Merah,29,Sulawesi Utara,38750.0,1
2026-02-12,2022-01-05,7,Cabai Merah,30,Sulawesi Barat,45650.0,1
2026-02-12,2022-01-05,7,Cabai Merah,31,Maluku,92850.0,1
2026-02-12,2022-01-05,7,Cabai Merah,32,Maluku Utara,70000.0,1
2026-02-12,2022-01-05,7,Cabai Merah,33,Papua,73700.0,1
2026-02-12,2022-01-05,7,Cabai Merah,34,Papua Barat,78750.0,1
2026-02-12,2022-01-06,7,Cabai Merah,1,Aceh,23150.0,1
2026-02-12,2022-01-06,7,Cabai Merah,2,Sumatera Utara,26650.0,1
2026-02-12,2022-01-06,7,Cabai Merah,3,Sumatera Barat,39000.0,1
2026-02-12,2022-01-06,7,Cabai Merah,4,Riau,35450.0,1
2026-02-12,2022-01-06,7,Cabai Merah,5,Kepulauan Riau,43950.0,1
2026-02-12,2022-01-06,7,Cabai Merah,6,Jambi,22400.0,1
2026-02-12,2022-01-06,7,Cabai Merah,7,Bengkulu,28300.0,1
2026-02-12,2022-01-06,7,Cabai Merah,8,Sumatera Selatan,36150.0,1
2026-02-12,2022-01-06,7,Cabai Merah,9,Kepulauan Bangka Belitung,57450.0,1
2026-02-12,2022-01-06,7,Cabai Merah,10,Lampung,30000.0,1
2026-02-12,2022-01-06,7,Cabai Merah,11,Banten,35950.0,1
2026-02-12,2022-01-06,7,Cabai Merah,12,Jawa Barat,36700.0,1
