date,Bawang Merah,Bawang Putih,Beras,Cabai Merah,Cabai Rawit,Minyak Goreng,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_ramadan,is_lebaran_window,is_nataru,is_harvest_season
2023-04-12,31800.0,30550.0,12550.0,27750.0,27000.0,19650.0,2023,4,12,2,15,2,0,1,0,0,1
2023-04-13,31600.0,30550.0,12550.0,28300.0,27250.0,19650.0,2023,4,13,3,15,2,0,1,0,0,1
2023-04-14,31600.0,30450.0,12550.0,27050.0,26750.0,19650.0,2023,4,14,4,15,2,0,1,0,0,1
2023-04-15,31600.0,30450.0,12550.0,27050.0,26750.0,19650.0,2023,4,15,5,15,2,1,1,1,0,1
2023-04-16,31600.0,30450.0,12550.0,27050.0,26750.0,19650.0,2023,4,16,6,15,2,1,1,1,0,1
2023-04-17,31500.0,30600.0,12550.0,26800.0,26850.0,19650.0,2023,4,17,0,16,2,0,1,1,0,1
2023-04-18,32000.0,31000.0,12600.0,27500.0,27450.0,19650.0,2023,4,18,1,16,2,0,1,1,0,1
2023-04-19,32400.0,31050.0,12650.0,28250.0,28000.0,19750.0,2023,4,19,2,16,2,0,1,1,0,1
2023-04-20,32400.0,31050.0,12650.0,28250.0,28000.0,19750.0,2023,4,20,3,16,2,0,1,1,0,1
2023-04-21,35000.0,31400.0,12850.0,28350.0,28350.0,20150.0,2023,4,21,4,16,2,0,1,1,0,1
2023-04-22,35000.0,31400.0,12850.0,28350.0,28350.0,20150.0,2023,4,22,5,16,2,1,0,1,0,1
2023-04-23,35000.0,31400.0,12850.0,28350.0,28350.0,20150.0,2023,4,23,6,16,2,1,0,1,0,1
2023-04-24,32400.0,31050.0,12650.0,28250.0,28000.0,19750.0,2023,4,24,0,17,2,0,0,1,0,1
2023-04-25,32400.0,31050.0,12650.0,28250.0,28000.0,19750.0,2023,4,25,1,17,2,0,0,1,0,1
2023-04-26,32150.0,30350.0,12600.0,23900.0,24000.0,19550.0,2023,4,26,2,17,2,0,0,1,0,1
2023-04-27,32600.0,31200.0,12600.0,22550.0,23350.0,19500.0,2023,4,27,3,17,2,0,0,1,0,1
2023-04-28,32800.0,31450.0,12600.0,22000.0,22750.0,19500.0,2023,4,28,4,17,2,0,0,1,0,1
2023-04-29,32800.0,31450.0,12600.0,22000.0,22750.0,19500.0,2023,4,29,5,17,2,1,0,1,0,1
2023-04-30,32800.0,31450.0,12600.0,22000.0,22750.0,19500.0,2023,4,30,6,17,2,1,0,0,0,1
2023-05-01,35900.0,31500.0,12900.0,25000.0,26100.0,20050.0,2023,5,1,0,18,2,0,0,0,0,1
2023-05-02,32800.0,31600.0,12650.0,21550.0,22000.0,19400.0,2023,5,2,1,18,2,0,0,0,0,1
2023-05-03,32650.0,31450.0,12650.0,20900.0,21800.0,19400.0,2023,5,3,2,18,2,0,0,0,0,1
2023-05-04,32550.0,31450.0,12650.0,21000.0,21600.0,19400.0,2023,5,4,3,18,2,0,0,0,0,1
2023-05-05,33050.0,31600.0,12650.0,21100.0,21500.0,19400.0,2023,5,5,4,18,2,0,0,0,0,1
2023-05-06,33050.0,31600.0,12650.0,21100.0,21500.0,19400.0,2023,5,6,5,18,2,1,0,0,0,1
2023-05-07,33050.0,31600.0,12650.0,21100.0,21500.0,19400.0,2023,5,7,6,18,2,1,0,0,0,1
2023-05-08,33750.0,34550.0,12600.0,20100.0,21700.0,19350.0,2023,5,8,0,19,2,0,0,0,0,1
2023-05-09,33700.0,34900.0,12600.0,19600.0,20550.0,19250.0,2023,5,9,1,19,2,0,0,0,0,1
2023-05-10,33400.0,35350.0,12600.0,19400.0,20700.0,19250.0,2023,5,10,2,19,2,0,0,0,0,1
2023-05-11,33400.0,35250.0,12600.0,19500.0,20500.0,19200.0,2023,5,11,3,19,2,0,0,0,0,1
2023-05-12,33400.0,35250.0,12600.0,19100.0,20600.0,19200.0,2023,5,12,4,19,2,0,0,0,0,1
2023-05-13,33400.0,35250.0,12600.0,19100.0,20600.0,19200.0,2023,5,13,5,19,2,1,0,0,0,1
2023-05-14,33400.0,35250.0,12600.0,19100.0,20600.0,19200.0,2023,5,14,6,19,2,1,0,0,0,1
2023-05-15,33100.0,36500.0,12600.0,19300.0,20750.0,19200.0,2023,5,15,0,20,2,0,0,0,0,1
2023-05-16,33000.0,36200.0,12600.0,19200.0,20900.0,19100.0,2023,5,16,1,20,2,0,0,0,0,1
2023-05-17,33100.0,36900.0,12600.0,19400.0,20900.0,19100.0,2023,5,17,2,20,2,0,0,0,0,1
2023-05-18,33100.0,36900.0,12600.0,19400.0,20900.0,19100.0,2023,5,18,3,20,2,0,0,0,0,1
2023-05-19,33300.0,37000.0,12600.0,18800.0,20600.0,19100.0,2023,5,19,4,20,2,0,0,0,0,1
2023-05-20,33300.0,37000.0,12600.0,18800.0,20600.0,19100.0,2023,5,20,5,20,2,1,0,0,0,1
2023-05-21,33300.0,37000.0,12600.0,18800.0,20600.0,19100.0,2023,5,21,6,20,2,1,0,0,0,1
2023-05-22,32900.0,37350.0,12600.0,18450.0,21200.0,19100.0,2023,5,22,0,21,2,0,0,0,0,1
2023-05-23,32900.0,37350.0,12600.0,19200.0,21000.0,19100.0,2023,5,23,1,21,2,0,0,0,0,1
2023-05-24,32900.0,37150.0,12600.0,19550.0,21850.0,19100.0,2023,5,24,2,21,2,0,0,0,0,1
2023-05-25,32900.0,37250.0,12600.0,20350.0,22050.0,19100.0,2023,5,25,3,21,2,0,0,0,0,1
2023-05-26,32900.0,37250.0,12600.0,20400.0,22750.0,19100.0,2023,5,26,4,21,2,0,0,0,0,1
2023-05-27,32900.0,37250.0,12600.0,20400.0,22750.0,19100.0,2023,5,27,5,21,2,1,0,0,0,1
2023-05-28,32900.0,37250.0,12600.0,20400.0,22750.0,19100.0,2023,5,28,6,21,2,1,0,0,0,1
2023-05-29,33100.0,37250.0,12600.0,24650.0,22900.0,19100.0,2023,5,29,0,22,2,0,0,0,0,1
2023-05-30,33200.0,37300.0,12600.0,22900.0,23000.0,19100.0,2023,5,30,1,22,2,0,0,0,0,1
2023-05-31,33300.0,37300.0,12600.0,22550.0,22850.0,19100.0,2023,5,31,2,22,2,0,0,0,0,1
2023-06-01,34600.0,37150.0,12700.0,23700.0,24450.0,19350.0,2023,6,1,3,22,2,0,0,0,0,0
2023-06-02,34600.0,37150.0,12700.0,23700.0,24450.0,19350.0,2023,6,2,4,22,2,0,0,0,0,0
2023-06-03,34600.0,37150.0,12700.0,23700.0,24450.0,19350.0,2023,6,3,5,22,2,1,0,0,0,0
2023-06-04,34600.0,37150.0,12700.0,23700.0,24450.0,19350.0,2023,6,4,6,22,2,1,0,0,0,0
2023-06-05,33050.0,37700.0,12600.0,23900.0,24750.0,19150.0,2023,6,5,0,23,2,0,0,0,0,0
2023-06-06,33700.0,37650.0,12600.0,23300.0,25000.0,19150.0,2023,6,6,1,23,2,0,0,0,0,0
2023-06-07,33800.0,37650.0,12600.0,23000.0,24950.0,19150.0,2023,6,7,2,23,2,0,0,0,0,0
2023-06-08,33550.0,37150.0,12600.0,23100.0,25400.0,19150.0,2023,6,8,3,23,2,0,0,0,0,0
2023-06-09,33250.0,37150.0,12600.0,23200.0,25550.0,19150.0,2023,6,9,4,23,2,0,0,0,0,0
2023-06-10,33250.0,37150.0,12600.0,23200.0,25550.0,19150.0,2023,6,10,5,23,2,1,0,0,0,0
2023-06-11,33250.0,37150.0,12600.0,23200.0,25550.0,19150.0,2023,6,11,6,23,2,1,0,0,0,0
2023-06-12,34850.0,37050.0,12600.0,24550.0,25400.0,19100.0,2023,6,12,0,24,2,0,0,0,0,0
2023-06-13,35350.0,37050.0,12550.0,24850.0,25650.0,19050.0,2023,6,13,1,24,2,0,0,0,0,0
2023-06-14,35650.0,37050.0,12550.0,24350.0,25600.0,19050.0,2023,6,14,2,24,2,0,0,0,0,0
2023-06-15,35850.0,37100.0,12550.0,24050.0,25600.0,19050.0,2023,6,15,3,24,2,0,0,0,0,0
2023-06-16,35750.0,37100.0,12550.0,23700.0,25300.0,19050.0,2023,6,16,4,24,2,0,0,0,0,0
2023-06-17,35750.0,37100.0,12550.0,23700.0,25300.0,19050.0,2023,6,17,5,24,2,1,0,0,0,0
2023-06-18,35750.0,37100.0,12550.0,23700.0,25300.0,19050.0,2023,6,18,6,24,2,1,0,0,0,0
2023-06-19,36100.0,37100.0,12550.0,23150.0,25600.0,19050.0,2023,6,19,0,25,2,0,0,0,0,0
2023-06-20,36250.0,37200.0,12550.0,23250.0,25500.0,19050.0,2023,6,20,1,25,2,0,0,0,0,0
2023-06-21,36450.0,37100.0,12550.0,22750.0,25600.0,19050.0,2023,6,21,2,25,2,0,0,0,0,0
2023-06-22,36550.0,37200.0,12550.0,22550.0,25850.0,19050.0,2023,6,22,3,25,2,0,0,0,0,0
2023-06-23,36100.0,37450.0,12550.0,22350.0,25850.0,19050.0,2023,6,23,4,25,2,0,0,0,0,0
2023-06-24,36100.0,37450.0,12550.0,22350.0,25850.0,19050.0,2023,6,24,5,25,2,1,0,0,0,0
2023-06-25,36100.0,37450.0,12550.0,22350.0,25850.0,19050.0,2023,6,25,6,25,2,1,0,0,0,0
2023-06-26,37200.0,38350.0,12550.0,29000.0,28050.0,19050.0,2023,6,26,0,26,2,0,0,0,0,0
2023-06-27,37300.0,39750.0,12550.0,31750.0,29150.0,19050.0,2023,6,27,1,26,2,0,0,0,0,0
2023-06-28,37550.0,38350.0,12650.0,31900.0,29700.0,19350.0,2023,6,28,2,26,2,0,0,0,0,0
2023-06-29,37550.0,38350.0,12650.0,31900.0,29700.0,19350.0,2023,6,29,3,26,2,0,0,0,0,0
2023-06-30,37550.0,38350.0,12650.0,31900.0,29700.0,19350.0,2023,6,30,4,26,2,0,0,0,0,0
2023-07-01,37550.0,38350.0,12650.0,31900.0,29700.0,19350.0,2023,7,1,5,26,3,1,0,0,0,0
2023-07-02,37550.0,38350.0,12650.0,31900.0,29700.0,19350.0,2023,7,2,6,26,3,1,0,0,0,0
2023-07-03,36900.0,40650.0,12550.0,40500.0,30250.0,19050.0,2023,7,3,0,27,3,0,0,0,0,0
2023-07-04,36850.0,41700.0,12550.0,41800.0,31800.0,19050.0,2023,7,4,1,27,3,0,0,0,0,0
2023-07-05,36750.0,41600.0,12550.0,37750.0,31500.0,19050.0,2023,7,5,2,27,3,0,0,0,0,0
2023-07-06,36550.0,40900.0,12550.0,35650.0,30250.0,19050.0,2023,7,6,3,27,3,0,0,0,0,0
2023-07-07,36800.0,41300.0,12550.0,35050.0,29450.0,19050.0,2023,7,7,4,27,3,0,0,0,0,0
2023-07-08,36800.0,41300.0,12550.0,35050.0,29450.0,19050.0,2023,7,8,5,27,3,1,0,0,0,0
2023-07-09,36800.0,41300.0,12550.0,35050.0,29450.0,19050.0,2023,7,9,6,27,3,1,0,0,0,0
2023-07-10,36750.0,40950.0,12600.0,34500.0,31300.0,19050.0,2023,7,10,0,28,3,0,0,0,0,0
2023-07-11,36600.0,40550.0,12600.0,34050.0,30850.0,19100.0,2023,7,11,1,28,3,0,0,0,0,0
2023-07-12,36600.0,40550.0,12600.0,33500.0,30600.0,19100.0,2023,7,12,2,28,3,0,0,0,0,0
2023-07-13,36900.0,40650.0,12600.0,34450.0,30700.0,19100.0,2023,7,13,3,28,3,0,0,0,0,0
2023-07-14,36800.0,40650.0,12600.0,36300.0,30700.0,19100.0,2023,7,14,4,28,3,0,0,0,0,0
2023-07-15,36800.0,40650.0,12600.0,36300.0,30700.0,19100.0,2023,7,15,5,28,3,1,0,0,0,0
2023-07-16,36800.0,40650.0,12600.0,36300.0,30700.0,19100.0,2023,7,16,6,28,3,1,0,0,0,0
2023-07-17,35900.0,40550.0,12600.0,36250.0,32050.0,19100.0,2023,7,17,0,29,3,0,0,0,0,0
2023-07-18,35900.0,40750.0,12600.0,34750.0,31600.0,19100.0,2023,7,18,1,29,3,0,0,0,0,0
2023-07-19,38600.0,41100.0,12850.0,38250.0,36400.0,19600.0,2023,7,19,2,29,3,0,0,0,0,0
2023-07-20,35250.0,40550.0,12600.0,34200.0,30400.0,19100.0,2023,7,20,3,29,3,0,0,0,0,0
2023-07-21,35250.0,40350.0,12600.0,33950.0,31450.0,19100.0,2023,7,21,4,29,3,0,0,0,0,0
2023-07-22,35250.0,40350.0,12600.0,33950.0,31450.0,19100.0,2023,7,22,5,29,3,1,0,0,0,0
2023-07-23,35250.0,40350.0,12600.0,33950.0,31450.0,19100.0,2023,7,23,6,29,3,1,0,0,0,0
2023-07-24,34300.0,40200.0,12600.0,31200.0,32300.0,19100.0,2023,7,24,0,30,3,0,0,0,0,0
2023-07-25,34200.0,40200.0,12600.0,31200.0,34150.0,19100.0,2023,7,25,1,30,3,0,0,0,0,0
2023-07-26,33450.0,40100.0,12600.0,31650.0,33500.0,19100.0,2023,7,26,2,30,3,0,0,0,0,0
2023-07-27,33450.0,40050.0,12550.0,32350.0,34000.0,19100.0,2023,7,27,3,30,3,0,0,0,0,0
2023-07-28,33250.0,39750.0,12550.0,31850.0,34800.0,19100.0,2023,7,28,4,30,3,0,0,0,0,0
2023-07-29,33250.0,39750.0,12550.0,31850.0,34800.0,19100.0,2023,7,29,5,30,3,1,0,0,0,0
2023-07-30,33250.0,39750.0,12550.0,31850.0,34800.0,19100.0,2023,7,30,6,30,3,1,0,0,0,0
2023-07-31,33300.0,39350.0,12600.0,31250.0,34800.0,19100.0,2023,7,31,0,31,3,0,0,0,0,0
2023-08-01,32600.0,39050.0,12600.0,30800.0,35150.0,19100.0,2023,8,1,1,31,3,0,0,0,0,0
2023-08-02,32600.0,38900.0,12600.0,30000.0,34850.0,19100.0,2023,8,2,2,31,3,0,0,0,0,0
2023-08-03,32550.0,38900.0,12600.0,31900.0,34950.0,19100.0,2023,8,3,3,31,3,0,0,0,0,0
2023-08-04,32550.0,38900.0,12600.0,31400.0,34850.0,19100.0,2023,8,4,4,31,3,0,0,0,0,0
2023-08-05,32550.0,38900.0,12600.0,31400.0,34850.0,19100.0,2023,8,5,5,31,3,1,0,0,0,0
2023-08-06,32550.0,38900.0,12600.0,31400.0,34850.0,19100.0,2023,8,6,6,31,3,1,0,0,0,0
2023-08-07,32700.0,38200.0,12600.0,38400.0,38250.0,19100.0,2023,8,7,0,32,3,0,0,0,0,0
2023-08-08,32600.0,38150.0,12600.0,38400.0,38050.0,19100.0,2023,8,8,1,32,3,0,0,0,0,0
2023-08-09,32700.0,37850.0,12650.0,39700.0,38950.0,19100.0,2023,8,9,2,32,3,0,0,0,0,0
2023-08-10,32550.0,37650.0,12650.0,39400.0,38500.0,19100.0,2023,8,10,3,32,3,0,0,0,0,0
2023-08-11,31950.0,37650.0,12650.0,39600.0,38400.0,19100.0,2023,8,11,4,32,3,0,0,0,0,0
2023-08-12,31950.0,37650.0,12650.0,39600.0,38400.0,19100.0,2023,8,12,5,32,3,1,0,0,0,0
2023-08-13,31950.0,37650.0,12650.0,39600.0,38400.0,19100.0,2023,8,13,6,32,3,1,0,0,0,0
2023-08-14,31650.0,37900.0,12650.0,47600.0,38150.0,19100.0,2023,8,14,0,33,3,0,0,0,0,0
2023-08-15,31200.0,37800.0,12650.0,46400.0,37850.0,19100.0,2023,8,15,1,33,3,0,0,0,0,0
2023-08-16,30850.0,37450.0,12650.0,45250.0,36400.0,19000.0,2023,8,16,2,33,3,0,0,0,0,0
2023-08-17,32100.0,37850.0,12650.0,46500.0,38100.0,19350.0,2023,8,17,3,33,3,0,0,0,0,0
2023-08-18,30850.0,37350.0,12700.0,47550.0,37700.0,19000.0,2023,8,18,4,33,3,0,0,0,0,0
2023-08-19,30850.0,37350.0,12700.0,47550.0,37700.0,19000.0,2023,8,19,5,33,3,1,0,0,0,0
2023-08-20,30850.0,37350.0,12700.0,47550.0,37700.0,19000.0,2023,8,20,6,33,3,1,0,0,0,0
2023-08-21,30150.0,37400.0,12750.0,47750.0,40550.0,19050.0,2023,8,21,0,34,3,0,0,0,0,0
2023-08-22,30150.0,37300.0,12750.0,46650.0,40400.0,19050.0,2023,8,22,1,34,3,0,0,0,0,0
2023-08-23,30400.0,37300.0,12750.0,45100.0,40850.0,19050.0,2023,8,23,2,34,3,0,0,0,0,0
2023-08-24,31150.0,37100.0,13250.0,44450.0,40700.0,19050.0,2023,8,24,3,34,3,0,0,0,0,0
2023-08-25,31300.0,37300.0,12700.0,47050.0,40150.0,19050.0,2023,8,25,4,34,3,0,0,0,0,0
2023-08-26,31300.0,37300.0,12700.0,47050.0,40150.0,19050.0,2023,8,26,5,34,3,1,0,0,0,0
2023-08-27,31300.0,37300.0,12700.0,47050.0,40150.0,19050.0,2023,8,27,6,34,3,1,0,0,0,0
2023-08-28,30300.0,36900.0,12800.0,50350.0,39250.0,19000.0,2023,8,28,0,35,3,0,0,0,0,0
2023-08-29,30550.0,36900.0,12800.0,49950.0,39150.0,19000.0,2023,8,29,1,35,3,0,0,0,0,0
2023-08-30,30150.0,36650.0,12850.0,50100.0,39300.0,19000.0,2023,8,30,2,35,3,0,0,0,0,0
2023-08-31,30200.0,36650.0,12900.0,49500.0,39100.0,19000.0,2023,8,31,3,35,3,0,0,0,0,0
2023-09-01,29750.0,37100.0,12900.0,49250.0,39200.0,19000.0,2023,9,1,4,35,3,0,0,0,0,1
2023-09-02,29750.0,37100.0,12900.0,49250.0,39200.0,19000.0,2023,9,2,5,35,3,1,0,0,0,1
2023-09-03,29750.0,37100.0,12900.0,49250.0,39200.0,19000.0,2023,9,3,6,35,3,1,0,0,0,1
2023-09-04,29950.0,36800.0,12950.0,49800.0,41550.0,19000.0,2023,9,4,0,36,3,0,0,0,0,1
2023-09-05,29900.0,36850.0,12950.0,48150.0,41650.0,19050.0,2023,9,5,1,36,3,0,0,0,0,1
2023-09-06,29450.0,36750.0,12950.0,48050.0,41850.0,19050.0,2023,9,6,2,36,3,0,0,0,0,1
2023-09-07,29050.0,36750.0,12950.0,49050.0,42750.0,19050.0,2023,9,7,3,36,3,0,0,0,0,1
2023-09-08,29150.0,36750.0,12950.0,48900.0,43150.0,19050.0,2023,9,8,4,36,3,0,0,0,0,1
2023-09-09,29150.0,36750.0,12950.0,48900.0,43150.0,19050.0,2023,9,9,5,36,3,1,0,0,0,1
2023-09-10,29150.0,36750.0,12950.0,48900.0,43150.0,19050.0,2023,9,10,6,36,3,1,0,0,0,1
2023-09-11,28150.0,36550.0,13000.0,45500.0,41300.0,19100.0,2023,9,11,0,37,3,0,0,0,0,1
2023-09-12,28150.0,36350.0,13150.0,44150.0,41000.0,19100.0,2023,9,12,1,37,3,0,0,0,0,1
2023-09-13,28150.0,36400.0,13150.0,42900.0,42450.0,19100.0,2023,9,13,2,37,3,0,0,0,0,1
2023-09-14,27600.0,36050.0,13150.0,41050.0,41500.0,19100.0,2023,9,14,3,37,3,0,0,0,0,1
2023-09-15,27900.0,36250.0,13150.0,42050.0,41750.0,19100.0,2023,9,15,4,37,3,0,0,0,0,1
2023-09-16,27900.0,36250.0,13150.0,42050.0,41750.0,19100.0,2023,9,16,5,37,3,1,0,0,0,1
2023-09-17,27900.0,36250.0,13150.0,42050.0,41750.0,19100.0,2023,9,17,6,37,3,1,0,0,0,1
2023-09-18,27800.0,35450.0,13150.0,41550.0,40950.0,19100.0,2023,9,18,0,38,3,0,0,0,0,1
2023-09-19,27700.0,35500.0,13200.0,41800.0,40650.0,19100.0,2023,9,19,1,38,3,0,0,0,0,1
2023-09-20,26950.0,35050.0,13200.0,41250.0,39500.0,19100.0,2023,9,20,2,38,3,0,0,0,0,1
2023-09-21,26700.0,34800.0,13150.0,40050.0,39450.0,19100.0,2023,9,21,3,38,3,0,0,0,0,1
2023-09-22,26150.0,35000.0,13200.0,40200.0,39950.0,19100.0,2023,9,22,4,38,3,0,0,0,0,1
2023-09-23,26150.0,35000.0,13200.0,40200.0,39950.0,19100.0,2023,9,23,5,38,3,1,0,0,0,1
2023-09-24,26150.0,35000.0,13200.0,40200.0,39950.0,19100.0,2023,9,24,6,38,3,1,0,0,0,1
2023-09-25,26350.0,35100.0,13200.0,43300.0,39800.0,19100.0,2023,9,25,0,39,3,0,0,0,0,1
2023-09-26,26150.0,35200.0,13200.0,43650.0,39950.0,19100.0,2023,9,26,1,39,3,0,0,0,0,1
2023-09-27,26200.0,35150.0,13200.0,44150.0,40050.0,19100.0,2023,9,27,2,39,3,0,0,0,0,1
2023-09-28,26950.0,36200.0,13250.0,45150.0,40050.0,19400.0,2023,9,28,3,39,3,0,0,0,0,1
2023-09-29,25650.0,35000.0,13200.0,43500.0,41450.0,19100.0,2023,9,29,4,39,3,0,0,0,0,1
2023-09-30,25650.0,35000.0,13200.0,43500.0,41450.0,19100.0,2023,9,30,5,39,3,1,0,0,0,1
2023-10-01,25650.0,35000.0,13200.0,43500.0,41450.0,19100.0,2023,10,1,6,39,4,1,0,0,0,1
2023-10-02,25850.0,34900.0,13250.0,39800.0,41250.0,19100.0,2023,10,2,0,40,4,0,0,0,0,1
2023-10-03,25950.0,35000.0,13250.0,39250.0,41900.0,19100.0,2023,10,3,1,40,4,0,0,0,0,1
2023-10-04,25700.0,34950.0,13250.0,38950.0,41600.0,19100.0,2023,10,4,2,40,4,0,0,0,0,1
2023-10-05,25600.0,34950.0,13250.0,38100.0,41750.0,19100.0,2023,10,5,3,40,4,0,0,0,0,1
2023-10-06,25750.0,35050.0,13250.0,36400.0,42500.0,19100.0,2023,10,6,4,40,4,0,0,0,0,1
2023-10-07,25750.0,35050.0,13250.0,36400.0,42500.0,19100.0,2023,10,7,5,40,4,1,0,0,0,1
2023-10-08,25750.0,35050.0,13250.0,36400.0,42500.0,19100.0,2023,10,8,6,40,4,1,0,0,0,1
2023-10-09,26350.0,35050.0,13250.0,36750.0,42450.0,19100.0,2023,10,9,0,41,4,0,0,0,0,1
2023-10-10,26700.0,35050.0,13250.0,36600.0,42200.0,19100.0,2023,10,10,1,41,4,0,0,0,0,1
2023-10-11,26550.0,35300.0,13250.0,36950.0,43750.0,19100.0,2023,10,11,2,41,4,0,0,0,0,1
2023-10-12,26400.0,35250.0,13250.0,35850.0,42450.0,19100.0,2023,10,12,3,41,4,0,0,0,0,1
2023-10-13,26450.0,35100.0,13250.0,34550.0,42450.0,19100.0,2023,10,13,4,41,4,0,0,0,0,1
2023-10-14,26450.0,35100.0,13250.0,34550.0,42450.0,19100.0,2023,10,14,5,41,4,1,0,0,0,1
2023-10-15,26450.0,35100.0,13250.0,34550.0,42450.0,19100.0,2023,10,15,6,41,4,1,0,0,0,1
2023-10-16,26600.0,35000.0,13250.0,36100.0,42150.0,19100.0,2023,10,16,0,42,4,0,0,0,0,1
2023-10-17,26650.0,34900.0,13250.0,36650.0,42000.0,19100.0,2023,10,17,1,42,4,0,0,0,0,1
2023-10-18,26750.0,34600.0,13300.0,36850.0,41350.0,19100.0,2023,10,18,2,42,4,0,0,0,0,1
2023-10-19,26650.0,34600.0,13300.0,35300.0,40700.0,19050.0,2023,10,19,3,42,4,0,0,0,0,1
2023-10-20,26650.0,34750.0,13300.0,35550.0,40750.0,18950.0,2023,10,20,4,42,4,0,0,0,0,1
2023-10-21,26650.0,34750.0,13300.0,35550.0,40750.0,18950.0,2023,10,21,5,42,4,1,0,0,0,1
2023-10-22,26650.0,34750.0,13300.0,35550.0,40750.0,18950.0,2023,10,22,6,42,4,1,0,0,0,1
2023-10-23,25950.0,34500.0,13300.0,38450.0,43350.0,18850.0,2023,10,23,0,43,4,0,0,0,0,1
2023-10-24,25900.0,34350.0,13300.0,38500.0,43050.0,18850.0,2023,10,24,1,43,4,0,0,0,0,1
2023-10-25,26000.0,34350.0,13300.0,39600.0,42900.0,18850.0,2023,10,25,2,43,4,0,0,0,0,1
2023-10-26,25950.0,34350.0,13350.0,40350.0,42100.0,18850.0,2023,10,26,3,43,4,0,0,0,0,1
2023-10-27,25950.0,34300.0,13350.0,41350.0,42050.0,18850.0,2023,10,27,4,43,4,0,0,0,0,1
2023-10-28,25950.0,34300.0,13350.0,41350.0,42050.0,18850.0,2023,10,28,5,43,4,1,0,0,0,1
2023-10-29,25950.0,34300.0,13350.0,41350.0,42050.0,18850.0,2023,10,29,6,43,4,1,0,0,0,1
2023-10-30,26250.0,34550.0,13350.0,47950.0,49150.0,18850.0,2023,10,30,0,44,4,0,0,0,0,1
2023-10-31,26250.0,34450.0,13350.0,49150.0,49500.0,18850.0,2023,10,31,1,44,4,0,0,0,0,1
2023-11-01,26350.0,34300.0,13350.0,48300.0,49150.0,18850.0,2023,11,1,2,44,4,0,0,0,0,0
2023-11-02,26250.0,34500.0,13350.0,46750.0,50750.0,18850.0,2023,11,2,3,44,4,0,0,0,0,0
2023-11-03,26250.0,34700.0,13350.0,48400.0,52050.0,18850.0,2023,11,3,4,44,4,0,0,0,0,0
2023-11-04,26250.0,34700.0,13350.0,48400.0,52050.0,18850.0,2023,11,4,5,44,4,1,0,0,0,0
2023-11-05,26250.0,34700.0,13350.0,48400.0,52050.0,18850.0,2023,11,5,6,44,4,1,0,0,0,0
2023-11-06,26950.0,34700.0,13350.0,53600.0,57900.0,18850.0,2023,11,6,0,45,4,0,0,0,0,0
2023-11-07,27300.0,34700.0,13350.0,52300.0,59450.0,18850.0,2023,11,7,1,45,4,0,0,0,0,0
2023-11-08,28150.0,34500.0,13350.0,53350.0,61550.0,18850.0,2023,11,8,2,45,4,0,0,0,0,0
2023-11-09,28550.0,34600.0,13350.0,55250.0,63100.0,18850.0,2023,11,9,3,45,4,0,0,0,0,0
2023-11-10,28400.0,34500.0,13350.0,57750.0,63400.0,18850.0,2023,11,10,4,45,4,0,0,0,0,0
2023-11-11,28400.0,34500.0,13350.0,57750.0,63400.0,18850.0,2023,11,11,5,45,4,1,0,0,0,0
2023-11-12,28400.0,34500.0,13350.0,57750.0,63400.0,18850.0,2023,11,12,6,45,4,1,0,0,0,0
2023-11-13,30050.0,35000.0,13350.0,60750.0,68900.0,18850.0,2023,11,13,0,46,4,0,0,0,0,0
2023-11-14,30150.0,34900.0,13350.0,59600.0,69350.0,18850.0,2023,11,14,1,46,4,0,0,0,0,0
2023-11-15,30150.0,34600.0,13350.0,60250.0,69950.0,18850.0,2023,11,15,2,46,4,0,0,0,0,0
2023-11-16,30100.0,34650.0,13350.0,59050.0,69650.0,18850.0,2023,11,16,3,46,4,0,0,0,0,0
2023-11-17,30100.0,34550.0,13350.0,60850.0,70700.0,18850.0,2023,11,17,4,46,4,0,0,0,0,0
2023-11-18,30100.0,34550.0,13350.0,60850.0,70700.0,18850.0,2023,11,18,5,46,4,1,0,0,0,0
2023-11-19,30100.0,34550.0,13350.0,60850.0,70700.0,18850.0,2023,11,19,6,46,4,1,0,0,0,0
2023-11-20,30050.0,34650.0,13350.0,56500.0,70150.0,18850.0,2023,11,20,0,47,4,0,0,0,0,0
2023-11-21,30100.0,34900.0,13350.0,64150.0,69600.0,18850.0,2023,11,21,1,47,4,0,0,0,0,0
2023-11-22,30150.0,35000.0,13350.0,63750.0,68600.0,18850.0,2023,11,22,2,47,4,0,0,0,0,0
2023-11-23,30600.0,34850.0,13350.0,63700.0,68900.0,18850.0,2023,11,23,3,47,4,0,0,0,0,0
2023-11-24,30600.0,34900.0,13350.0,61350.0,68150.0,18850.0,2023,11,24,4,47,4,0,0,0,0,0
2023-11-25,30600.0,34900.0,13350.0,61350.0,68150.0,18850.0,2023,11,25,5,47,4,1,0,0,0,0
2023-11-26,30600.0,34900.0,13350.0,61350.0,68150.0,18850.0,2023,11,26,6,47,4,1,0,0,0,0
2023-11-27,30550.0,34800.0,13350.0,59100.0,65800.0,18850.0,2023,11,27,0,48,4,0,0,0,0,0
2023-11-28,30750.0,34950.0,13350.0,61650.0,66200.0,18650.0,2023,11,28,1,48,4,0,0,0,0,0
